HeavyHigh	HeavyLong	HeavyLow	HeavyShort	HighLong	HighShort	LightHigh	LightLong	LightLow	LightShort	LowLong	LowShort	StressedHeavy	StressedHigh	StressedLight	StressedLong	StressedLow	StressedShort	UnstressedHeavy	UnstressedHigh	UnstressedLight	UnstressedLong	UnstressedLow	UnstressedShort	fn	genre_root	lang	name
0.182148417229	0.199619443003	0.524130773223	0.506659747449	0.143054834804	0.149455111572	0.110361529147	0.0491264487113	0.183359280401	0.244594360837	0.105691056911	0.601798996713	0.578273655077	0.151011935651	0.0563916277461	0.144438678429	0.483653347172	0.490226604394	0.128005535375	0.141498010725	0.237329181802	0.104307213285	0.223836706452	0.261027503892	en.shakespeare.txt	poetry	en	shakespeare
0.157522123894	0.166371681416	0.451327433628	0.442477876106	0.122123893805	0.148672566372	0.113274336283	0.0548672566372	0.277876106195	0.336283185841	0.0991150442478	0.630088495575	0.481415929204	0.145132743363	0.0601769911504	0.118584070796	0.396460176991	0.423008849558	0.127433628319	0.125663716814	0.330973451327	0.102654867257	0.332743362832	0.355752212389	en.whitman.txt	poetry	en	whitman
0.178504672897	0.198598130841	0.48691588785	0.466822429907	0.121495327103	0.151869158879	0.0948598130841	0.0401869158879	0.239719626168	0.294392523364	0.117289719626	0.609345794393	0.518691588785	0.135046728972	0.0579439252336	0.133644859813	0.441588785047	0.442990654206	0.146728971963	0.138317757009	0.276635514019	0.105140186916	0.285046728972	0.318224299065	en.yeats.early.txt	poetry	en	yeats.early
0.129842615012	0.169794188862	0.529661016949	0.489709443099	0.0977602905569	0.138014527845	0.10593220339	0.0450968523002	0.234564164649	0.295399515738	0.117130750605	0.647094430993	0.512711864407	0.103510895884	0.0738498789346	0.112590799031	0.483050847458	0.47397094431	0.146791767554	0.132263922518	0.266646489104	0.102300242131	0.28117433414	0.311138014528	en.yeats.late.txt	poetry	en	yeats.late
0.165065350991	0.104388470527	0.463429412274	0.524106292738	0.0402492858998	0.24088981217	0.116073747079		0.255431489656	0.371505236735	0.0641391846274	0.654721717303	0.387691508699	0.14342594997	0.0869038345019	0.0554834242188	0.331169393231	0.419111918982	0.240803254566	0.1377131481	0.284601402233	0.0489050463083	0.387691508699	0.476499610491	fi.erkko.txt	poetry	fi	erkko
0.164085578731	0.110285560827	0.432727598245	0.486527616149	0.0369707277773	0.254856324411	0.127741473458		0.275445349566	0.403186823024	0.0733148330499	0.634858114761	0.348760182616	0.14394414108	0.119863933399	0.0521887028914	0.324679974935	0.416435413123	0.24805299436	0.147882911109	0.283322889625	0.0580968579357	0.383492972876	0.47327902605	fi.hellaakoski.nimettomia.txt	poetry	fi	hellaakoski.nimettomia
0.167458764328	0.116857701985	0.452054794521	0.502655856863	0.0424937098127	0.2418227565	0.116857701985		0.263628739167	0.380486441152	0.0743639921722	0.641319541515	0.360078277886	0.141459323455	0.0977075761812	0.0592675426335	0.316326530612	0.398518311434	0.259435280962	0.142857142857	0.282778864971	0.0575901593514	0.399357003075	0.484623986581	fi.hellaakoski.runoja.txt	poetry	fi	hellaakoski.runoja
0.20503319438	0.108229118419	0.428439092172	0.525243168133	0.0458545622974	0.28130307241	0.122124440327		0.24440327312	0.366527713448	0.0623745561217	0.610467809171	0.375019299058	0.169522927281	0.107765941022	0.056970819824	0.313262312799	0.425814420256	0.258452987494	0.157634707426	0.258761772426	0.051258298595	0.359580052493	0.465956461325	fi.hellaakoski.txt	poetry	fi	hellaakoski
0.107634087767	0.0410450476676	0.389782403027	0.456371443126	0.0205225238338	0.237901171676	0.150789607743		0.351793901463	0.502583509206	0.0205225238338	0.721053780656	0.300487591878	0.121825194673	0.148679135434	0.0392984498945	0.32734153264	0.409868277418	0.196928898916	0.136598500837	0.353904373772	0.00174659777309	0.414234771851	0.549086674914	fi.kalevala.txt	poetry	fi	kalevala
0.111087298185	0.0333619088441	0.384626375196	0.462351764538	0.0173596228033	0.254822117445	0.161094442063		0.343191884555	0.504286326618	0.0160022860409	0.711815973711	0.300257179597	0.119302757537	0.148664094871	0.0319331333048	0.329618516931	0.416988141163	0.195456493785	0.152878982712	0.355622231747	0.00142877553936	0.39819974282	0.549649949993	fi.kalevala2.txt	poetry	fi	kalevala2
0.169811320755	0.122273952463	0.451727517765	0.499264886057	0.0430041656457	0.232541043862	0.105733888753		0.272727272727	0.37846116148	0.079269786817	0.645185003676	0.353222249449	0.145552560647	0.114065180103	0.0496201911296	0.321734868905	0.417667238422	0.268316589071	0.129992648861	0.264395981377	0.072653761333	0.402719921588	0.460058809115	fi.koskenniemi.txt	poetry	fi	koskenniemi
0.155223058564	0.0817881402607	0.364604369378	0.438039287681	0.0271709197724	0.272994308794	0.144942170002		0.335230402056	0.480172572058	0.0546172204883	0.645217550945	0.324031577015	0.161740407564	0.146227281072	0.0376353956306	0.308518450523	0.432623462456	0.195795850927	0.138424821002	0.333945290986	0.0441527446301	0.391316320911	0.485588397283	fi.loennrot.kansanlauluja.txt	poetry	fi	loennrot.kansanlauluja
0.199899699097	0.0785356068205	0.360481444333	0.48184553661	0.0308926780341	0.310932798395	0.141925777332		0.297693079238	0.43961885657	0.0476429287864	0.610531594784	0.358475426279	0.187963891675	0.143530591775	0.0370110330993	0.314042126379	0.464994984955	0.201905717151	0.153861584754	0.296088264794	0.0415245737212	0.344132397192	0.456469408225	fi.loennrot.txt	poetry	fi	loennrot
0.166666666667	0.0416666666667	0.383333333333	0.508333333333	0.00833333333333	0.383333333333	0.225		0.225	0.45	0.0333333333333	0.575	0.275	0.191666666667	0.158333333333	0.025	0.241666666667	0.408333333333	0.275	0.2	0.291666666667	0.0166666666667	0.366666666667	0.55	fi.mustapaa.ikkunassa.txt	poetry	fi	mustapaa.ikkunassa
0.14798206278	0.14798206278	0.434977578475	0.434977578475	0.0403587443946	0.183856502242	0.0762331838565		0.340807174888	0.417040358744	0.107623318386	0.668161434978	0.282511210762	0.112107623318	0.139013452915	0.0627802690583	0.309417040359	0.358744394619	0.300448430493	0.112107623318	0.27802690583	0.085201793722	0.466367713004	0.493273542601	fi.mustapaa.kantaaiti.txt	poetry	fi	mustapaa.kantaaiti
0.15625	0.0859375	0.34375	0.4140625	0.0234375	0.265625	0.1328125		0.3671875	0.5	0.0625	0.6484375	0.1875	0.1328125	0.203125	0.0234375	0.2578125	0.3671875	0.3125	0.15625	0.296875	0.0625	0.453125	0.546875	fi.mustapaa.kaunas.txt	poetry	fi	mustapaa.kaunas
0.158087578195	0.123771224307	0.466309204647	0.500625558534	0.0418230563003	0.237712243074	0.12144772118		0.254155495979	0.375603217158	0.0819481680071	0.638516532618	0.356478999106	0.145665773012	0.102680965147	0.0510277033065	0.313494191242	0.408132260947	0.267917783735	0.133869526363	0.272922252011	0.0727435210009	0.406970509383	0.468096514745	fi.onerva.liesilauluja.txt	poetry	fi	onerva.liesilauluja
0.19623447205	0.11636257764	0.443420031056	0.523291925466	0.0457104037267	0.274650621118	0.124126552795		0.236218944099	0.360345496894	0.070652173913	0.608986801242	0.369468167702	0.173815993789	0.111413043478	0.0483307453416	0.307065217391	0.432550465839	0.270186335404	0.146545031056	0.248932453416	0.0680318322981	0.372573757764	0.451086956522	fi.onerva.txt	poetry	fi	onerva
0.16349659998	0.131565980093	0.465851975953	0.497782595841	0.0383364541244	0.243126047108	0.117965901252		0.252685522815	0.370651424066	0.0932295259683	0.6253079728	0.34670345915	0.139450083769	0.116389080516	0.0563713412831	0.323642455898	0.406721198384	0.282645116783	0.142012417463	0.25426234355	0.0751946388095	0.39489504287	0.461712821524	fi.siljo.maan-puoleen.txt	poetry	fi	siljo.maan-puoleen
0.202996254682	0.121241305511	0.441091492777	0.522846441948	0.0411985018727	0.280684858213	0.118887105404		0.237025147138	0.355912252541	0.0800428036383	0.598073836276	0.365650080257	0.165971107544	0.122846441948	0.0514713750669	0.32252541466	0.437025147138	0.278437667202	0.155912252541	0.233065810594	0.0697699304441	0.355591225254	0.441733547352	fi.siljo.txt	poetry	fi	siljo
